Item,Inventory,MRP,Sales,Weekly Sale,Success Rate (%),Item_Type
FDX08,409,181.4318,213,857.05105,52.07823961,Fruits and Vegetables
FDP59,223,105.6648,25,155.7972,11.21076233,Breads
NCJ18,329,120.5124,160,533.3058,48.63221884,Household
FDJ41,163,261.6594,82,850.39305,50.30674847,Frozen Foods
FDU08,337,101.0042,41,322.41365,12.16617211,Fruits and Vegetables
FDS09,480,49.6008,280,12.6502,58.33333333,Snack Foods
DRH15,391,45.9428,14,197.7426,3.58056266,Dairy
NCV17,200,129.2626,83,786.9756,41.5,Health and Hygiene
NCO54,499,56.7614,317,621.69075,63.52705411,Household
FDE24,176,141.0812,86,284.9624,48.86363636,Baking Goods
FDH53,204,84.3592,178,454.0756,87.25490196,Frozen Foods
FDZ13,435,51.935,190,49.935,43.67816092,Canned
FDW28,322,196.7452,187,244.6815,58.07453416,Frozen Foods
FDU46,153,85.854,152,670.7935,99.34640523,Snack Foods
NCE43,466,169.9448,371,724.3904,79.61373391,Household
FDS26,442,260.5594,257,2289.51975,58.14479638,Dairy
FDB14,348,93.212,136,489.363,39.08045977,Canned
DRB48,295,40.2822,272,324.07815,92.20338983,Soft Drinks
NCC42,225,140.3838,49,632.1771,21.77777778,Health and Hygiene
FDQ20,88,38.7138,37,71.07415,42.04545455,Fruits and Vegetables
FDA13,219,38.6506,169,189.753,77.16894977,Canned
FDZ15,296,117.3782,264,446.91825,89.18918919,Dairy
NCV42,75,111.3228,24,607.8754,32,Household
DRI51,404,173.1764,249,1116.5466,61.63366337,Dairy
FDO28,355,119.9098,237,512.16665,66.76056338,Frozen Foods
NCS54,458,175.437,350,485.20175,76.41921397,Household
FDH16,457,88.783,207,516.82725,45.29540481,Frozen Foods
FDG24,62,85.125,10,665.8,16.12903226,Baking Goods
FDR52,365,192.1846,20,286.6269,5.479452055,Frozen Foods
NCH06,440,247.846,117,862.211,26.59090909,Household
FDA36,362,184.8924,35,416.4579,9.668508287,Baking Goods
FDU56,85,184.7266,70,2028.6926,82.35294118,Fruits and Vegetables
FDT09,222,132.5284,174,428.4423,78.37837838,Snack Foods
FDU25,69,56.4246,32,202.7361,46.37681159,Canned
FDK41,370,84.9224,230,298.2784,62.16216216,Frozen Foods
NCT54,313,93.4094,246,214.22115,78.5942492,Household
FDV51,449,163.8842,246,41.44605,54.78841871,Meat
FDM24,191,151.3366,177,264.48905,92.67015707,Baking Goods
NCO30,420,185.0608,160,551.2824,38.0952381,Household
FDQ45,192,182.3608,132,735.0432,68.75,Snack Foods
DRK59,141,235.8616,77,761.6752,54.60992908,Hard Drinks
FDW28,403,196.8452,113,831.9171,28.03970223,Frozen Foods
FDC02,371,258.3278,345,130.1639,92.99191375,Canned
FDR21,337,174.837,168,749.85725,49.85163205,Snack Foods
FDN48,264,90.0804,62,528.3123,23.48484848,Baking Goods
FDT44,496,117.8466,371,235.6932,74.7983871,Fruits and Vegetables
FDX14,391,74.0354,309,18.80885,79.02813299,Dairy
FDH57,100,133.6284,21,395.4852,21,Fruits and Vegetables
FDH28,202,37.4506,99,9.48765,49.00990099,Frozen Foods
NCT41,235,151.3024,110,37.9506,46.80851064,Health and Hygiene
FDO11,112,248.8092,106,871.5322,94.64285714,Breads
NCP42,239,195.2478,229,1065.6129,95.81589958,Household
FDN09,174,243.9828,18,182.7621,10.34482759,Snack Foods
FDP32,199,128.8678,21,349.71145,10.55276382,Fruits and Vegetables
FDV57,363,177.966,334,584.2395,92.01101928,Snack Foods
FDW28,107,196.5452,63,587.2356,58.87850467,Frozen Foods
FDR56,391,196.8768,253,1773.6912,64.70588235,Fruits and Vegetables
FDA40,354,87.4856,191,263.6568,53.95480226,Frozen Foods
NCG42,229,127.831,37,324.5775,16.15720524,Household
NCK54,219,117.815,65,582.575,29.6803653,Household
FDE16,375,208.9954,108,1146.1747,28.8,Frozen Foods
FDB15,320,263.4568,206,131.8284,64.375,Dairy
FDC40,103,76.1986,86,467.3916,83.49514563,Dairy
FDE53,493,106.928,112,719.064,22.71805274,Frozen Foods
FDK24,150,43.6744,115,101.8674,76.66666667,Baking Goods
FDW31,313,201.0742,67,547.45405,21.4057508,Fruits and Vegetables
NCX29,102,144.0102,87,400.97805,85.29411765,Health and Hygiene
NCM07,109,82.4908,84,503.3448,77.06422018,Others
DRN36,157,95.9752,51,23.9688,32.48407643,Soft Drinks
FDQ37,54,192.8478,47,193.7478,87.03703704,Breakfast
FDK43,152,128.402,77,600.8845,50.65789474,Meat
FDK28,245,258.5646,190,1095.07455,77.55102041,Frozen Foods
FDR43,311,37.819,42,54.9285,13.50482315,Fruits and Vegetables
FDL48,414,49.2034,80,182.26275,19.3236715,Baking Goods
DRL23,421,106.6938,65,348.37985,15.43942993,Hard Drinks
NCX42,399,163.6526,114,1315.6208,28.57142857,Household
DRD37,96,46.506,81,93.212,84.375,Soft Drinks
FDZ47,404,99.9042,110,818.43465,27.22772277,Baking Goods
NCJ54,360,231.7642,265,1336.09415,73.61111111,Household
FDL52,473,39.7506,316,75.9012,66.80761099,Frozen Foods
FDC15,357,156.7288,83,78.5644,23.24929972,Dairy
NCD19,193,56.0614,180,69.07675,93.2642487,Household
FDD08,318,38.9506,152,180.26535,47.79874214,Fruits and Vegetables
NCN18,419,112.7544,175,866.8716,41.76610979,Household
FDY56,173,225.9062,152,1354.2372,87.86127168,Fruits and Vegetables
NCI29,155,140.5154,14,70.9077,9.032258065,Health and Hygiene
NCE06,207,160.2894,92,80.8947,44.44444444,Household
FDC08,196,227.772,191,1301.639,97.44897959,Fruits and Vegetables
FDU52,194,157.263,60,625.852,30.92783505,Frozen Foods
FDN16,169,104.899,19,490.19525,11.24260355,Frozen Foods
NCM55,368,184.7924,13,92.5462,3.532608696,Others
FDR49,324,49.5376,301,23.9688,92.90123457,Canned
FDC15,141,158.1288,34,824.9262,24.11347518,Dairy
FDB53,107,150.2392,96,671.1264,89.71962617,Frozen Foods
FDK44,488,173.3738,469,521.3214,96.10655738,Fruits and Vegetables
FDA16,395,221.9456,107,552.614,27.08860759,Frozen Foods
FDO19,278,47.4034,110,546.78825,39.56834532,Fruits and Vegetables
FDO04,166,57.2614,18,262.49165,10.84337349,Frozen Foods
NCL19,367,145.047,70,679.94825,19.07356948,Others
FDA44,328,54.593,318,14.14825,96.95121951,Fruits and Vegetables
FDR60,176,78.6328,155,57.9246,88.06818182,Baking Goods
FDV37,442,195.8426,436,1433.63385,98.64253394,Canned
FDG53,445,138.718,428,349.545,96.17977528,Frozen Foods
DRG01,178,76.467,72,382.835,40.4494382,Soft Drinks
FDB38,107,160.692,87,79.896,81.30841121,Canned
FDI27,171,43.8744,13,158.4604,7.602339181,Dairy
FDD29,50,252.0698,38,253.6698,76,Frozen Foods
NCR41,288,97.0094,264,523.6517,91.66666667,Health and Hygiene
FDW44,339,171.3448,216,596.5568,63.71681416,Fruits and Vegetables
FDU21,145,34.7558,37,195.24585,25.51724138,Snack Foods
FDI14,175,139.8496,89,423.4488,50.85714286,Canned
FDW50,167,168.4158,85,83.5579,50.89820359,Dairy
FDN39,97,168.3816,78,335.5632,80.41237113,Meat
FDT31,138,190.6872,107,1229.0668,77.53623188,Fruits and Vegetables
FDJ14,286,78.696,243,439.428,84.96503497,Canned
NCQ43,422,108.5912,10,409.467,2.369668246,Others
FDZ22,434,84.925,176,436.93125,40.55299539,Snack Foods
FDU38,321,193.4504,227,719.064,70.7165109,Dairy
FDS32,238,139.9838,26,491.6933,10.92436975,Fruits and Vegetables
DRH13,241,106.328,121,239.688,50.20746888,Soft Drinks
DRF03,496,40.2138,260,20.3069,52.41935484,Dairy
FDJ20,118,123.4388,100,309.597,84.74576271,Fruits and Vegetables
FDE22,327,157.892,183,79.896,55.96330275,Snack Foods
FDX22,398,211.0928,179,1104.5622,44.97487437,Snack Foods
DRM11,296,259.7278,255,715.90145,86.14864865,Hard Drinks
FDL58,125,264.9568,48,461.3994,38.4,Snack Foods
FDL25,203,93.1804,99,390.4917,48.76847291,Breakfast
FDD40,193,194.1162,58,962.081,30.05181347,Dairy
FDT08,484,149.005,455,524.3175,94.00826446,Fruits and Vegetables
FDO22,135,81.596,47,159.792,34.81481481,Snack Foods
NCM41,234,92.612,160,139.818,68.37606838,Health and Hygiene
FDJ21,334,146.5102,159,692.59845,47.60479042,Snack Foods
FDC53,269,99.7384,141,73.9038,52.41635688,Frozen Foods
DRK35,118,36.2506,58,9.48765,49.15254237,Hard Drinks
FDQ09,96,115.2834,68,316.75435,70.83333333,Snack Foods
DRB48,143,39.3822,77,88.38495,53.84615385,Soft Drinks
DRE25,287,92.112,208,279.636,72.4738676,Soft Drinks
FDL08,495,245.9144,224,1163.8184,45.25252525,Fruits and Vegetables
NCV42,253,110.2228,139,386.8298,54.94071146,Household
FDW03,449,105.3306,58,261.3265,12.91759465,Meat
FDL25,267,91.8804,241,68.9103,90.26217228,Breakfast
FDC17,481,212.0928,256,683.7766,53.22245322,Frozen Foods
FDK44,390,175.5738,248,86.8869,63.58974359,Fruits and Vegetables
FDE34,88,182.7634,40,954.25785,45.45454545,Snack Foods
FDP10,149,104.3622,120,476.3799,80.53691275,Snack Foods
FDZ22,338,83.825,177,166.45,52.36686391,Snack Foods
NCK19,303,192.1478,57,581.2434,18.81188119,Others
FDO44,271,109.2228,60,801.2903,22.1402214,Fruits and Vegetables
NCU41,406,189.1846,308,525.48265,75.86206897,Health and Hygiene
NCF31,72,152.3024,43,455.4072,59.72222222,Household
FDG14,299,152.2024,225,910.8144,75.25083612,Canned
NCH30,59,114.586,58,735.709,98.30508475,Household
FDR36,295,40.2454,89,146.8089,30.16949153,Baking Goods
NCJ30,374,167.779,194,721.56075,51.87165775,Household
FDR08,149,110.2886,120,555.943,80.53691275,Fruits and Vegetables
FDU04,339,123.2414,36,121.8414,10.61946903,Frozen Foods
NCQ50,229,211.7218,205,1442.62215,89.51965066,Household
FDL46,272,117.7466,204,353.5398,75,Snack Foods
DRK37,443,188.853,223,1375.70925,50.33860045,Soft Drinks
FDK48,299,76.8354,123,545.45665,41.13712375,Baking Goods
FDV58,196,193.9452,133,391.4904,67.85714286,Snack Foods
FDN27,491,115.1808,314,263.6568,63.95112016,Meat
FDZ52,145,112.9886,85,416.95725,58.62068966,Frozen Foods
NCF42,306,175.6712,205,703.0848,66.99346405,Household
FDQ48,374,98.1726,360,122.34075,96.25668449,Baking Goods
FDW49,53,179.3002,40,716.4008,75.47169811,Canned
FDR58,65,90.7462,32,416.4579,49.23076923,Snack Foods
NCE07,329,143.8154,255,673.62315,77.50759878,Household
FDK14,385,83.4934,93,388.99365,24.15584416,Canned
FDC11,296,87.9172,216,959.0849,72.97297297,Starchy Foods
FDL22,307,90.7488,160,135.8232,52.11726384,Snack Foods
NCQ41,433,196.3794,165,487.6985,38.10623557,Health and Hygiene
FDX46,209,57.3562,25,44.44215,11.96172249,Snack Foods
FDC35,389,206.9638,174,258.82975,44.73007712,Starchy Foods
FDH45,201,42.8796,158,237.3577,78.60696517,Fruits and Vegetables
FDX33,445,160.5578,154,320.9156,34.60674157,Snack Foods
DRJ35,227,59.9878,46,121.1756,20.26431718,Hard Drinks
FDC40,212,79.5986,86,233.6958,40.56603774,Dairy
FDO19,429,48.1034,412,133.65935,96.03729604,Fruits and Vegetables
FDP13,82,39.448,39,219.714,47.56097561,Canned
FDP24,466,120.1756,54,333.2329,11.58798283,Baking Goods
NCQ42,494,127.9678,411,890.1746,83.19838057,Household
FDY59,228,93.1462,215,161.95585,94.29824561,Baking Goods
FDU14,476,248.675,71,1248.375,14.91596639,Dairy
FDB21,150,240.6854,109,422.94945,72.66666667,Fruits and Vegetables
FDT32,317,188.7214,28,423.94815,8.832807571,Fruits and Vegetables
FDK20,372,124.0072,309,1010.6844,83.06451613,Fruits and Vegetables
FDX09,114,174.837,16,1190.94975,14.03508772,Snack Foods
FDM01,466,102.6332,258,410.1328,55.36480687,Breakfast
DRI37,217,58.7904,181,322.2472,83.41013825,Soft Drinks
FDL20,379,112.3886,126,583.74015,33.24538259,Fruits and Vegetables
FDU13,92,148.5418,77,551.78175,83.69565217,Canned
FDE05,93,145.2102,43,109.35765,46.23655914,Frozen Foods
FDE58,334,118.4124,203,592.562,60.77844311,Snack Foods
FDT32,446,189.9214,334,1271.84445,74.88789238,Fruits and Vegetables
FDZ01,61,101.899,19,25.79975,31.14754098,Canned
FDM08,144,224.4088,51,1174.4712,35.41666667,Fruits and Vegetables
FDS58,351,158.6578,306,601.71675,87.17948718,Snack Foods
FDZ26,435,238.3222,240,1434.1332,55.17241379,Dairy
FDC46,302,183.4266,19,1798.15935,6.291390728,Snack Foods
FDY51,291,220.7798,137,1652.8485,47.0790378,Meat
FDL34,84,142.3496,60,811.6102,71.42857143,Snack Foods
DRG39,264,51.6982,158,315.5892,59.84848485,Dairy
NCG43,386,94.1462,202,439.59445,52.33160622,Household
FDT01,139,211.5902,101,1168.1461,72.6618705,Canned
NCR38,313,253.1724,240,943.7715,76.67731629,Household
DRF01,142,147.4102,87,619.69335,61.26760563,Soft Drinks
FDF53,459,182.2318,94,766.83515,20.47930283,Frozen Foods
FDS45,139,105.4622,39,820.43205,28.05755396,Snack Foods
FDR20,467,46.2744,222,271.6464,47.53747323,Fruits and Vegetables
FDY07,164,46.5402,58,57.42525,35.36585366,Fruits and Vegetables
FDD38,154,102.8674,18,382.00275,11.68831169,Canned
DRF15,440,155.034,154,497.6855,35,Dairy
FDH32,245,95.141,78,217.21725,31.83673469,Fruits and Vegetables
NCJ42,363,103.0332,67,307.5996,18.45730028,Household
FDB56,163,187.6556,71,234.6945,43.55828221,Fruits and Vegetables
FDD03,124,234.03,104,1048.635,83.87096774,Dairy
NCL18,462,194.6136,317,291.6204,68.61471861,Household
FDW22,425,222.9114,305,1441.1241,71.76470588,Snack Foods
FDE32,469,37.5506,175,28.46295,37.31343284,Fruits and Vegetables
FDA34,266,174.408,180,1860.911,67.66917293,Starchy Foods
FDJ08,326,191.7846,72,764.3384,22.08588957,Fruits and Vegetables
FDG38,298,83.3224,156,894.8352,52.34899329,Canned
FDD29,213,253.1698,59,380.5047,27.69953052,Frozen Foods
NCE31,443,35.4216,170,112.5202,38.37471783,Household
FDS19,406,76.9012,150,151.8024,36.94581281,Fruits and Vegetables
FDU11,457,120.1098,343,331.40195,75.0547046,Breads
FDL02,241,105.3622,106,317.5866,43.98340249,Canned
FDO51,276,43.4112,230,276.9728,83.33333333,Meat
DRK23,226,254.104,52,885.514,23.00884956,Hard Drinks
FDO27,148,95.2752,45,383.5008,30.40540541,Meat
FDB16,85,89.2198,19,327.07425,22.35294118,Dairy
FDA44,145,55.393,104,367.8545,71.72413793,Fruits and Vegetables
NCB18,201,89.6514,15,309.9299,7.462686567,Household
NCL53,200,175.3028,66,974.0654,33,Health and Hygiene
FDR16,239,214.4218,138,374.01315,57.74058577,Frozen Foods
NCQ05,273,151.6708,80,865.2071,29.3040293,Health and Hygiene
FDF44,86,132.1968,67,717.7324,77.90697674,Fruits and Vegetables
FDU50,317,114.7176,228,314.9234,71.92429022,Dairy
FDG20,418,178.2028,30,44.2757,7.177033493,Fruits and Vegetables
FDD58,232,99.77,101,199.74,43.53448276,Snack Foods
FDT01,62,212.9902,25,796.46325,40.32258065,Canned
FDK15,328,98.3042,321,372.01575,97.86585366,Meat
FDJ08,266,189.2846,247,1289.82105,92.85714286,Fruits and Vegetables
FDS10,404,182.0318,381,1488.56235,94.30693069,Snack Foods
FDJ55,410,226.8404,191,1125.202,46.58536585,Meat
FDU32,335,123.0414,34,30.46035,10.14925373,Fruits and Vegetables
FDG09,322,185.9556,165,1079.5947,51.24223602,Fruits and Vegetables
FDE39,418,121.0782,14,864.04195,3.349282297,Dairy
FDU56,111,185.8266,30,414.95985,27.02702703,Fruits and Vegetables
NCH55,133,127.402,27,189.753,20.30075188,Household
FDX33,417,159.4578,207,1243.54795,49.64028777,Snack Foods
FDR24,266,87.983,66,426.94425,24.81203008,Baking Goods
FDC33,391,197.3768,102,1872.2296,26.08695652,Fruits and Vegetables
NCV54,446,116.8124,28,622.1901,6.278026906,Household
NCQ02,236,186.7556,137,704.0835,58.05084746,Household
NCU17,68,101.4674,42,738.53865,61.76470588,Health and Hygiene
NCZ06,226,255.2698,202,190.25235,89.38053097,Household
FDV37,149,199.4426,140,148.30695,93.95973154,Canned
DRH25,445,50.2324,435,324.5775,97.75280899,Soft Drinks
NCI43,494,46.3376,286,287.6256,57.89473684,Household
NCQ53,282,237.159,236,768.16675,83.68794326,Health and Hygiene
NCT18,452,181.7976,242,814.9392,53.53982301,Household
FDF14,125,152.734,49,689.103,39.2,Canned
FDM14,314,106.9254,162,732.54645,51.59235669,Canned
FDX57,333,99.2068,136,24.3017,40.84084084,Snack Foods
NCV05,255,153.1656,246,386.164,96.47058824,Health and Hygiene
FDX39,272,212.5586,64,791.46975,23.52941176,Meat
FDA23,433,100.6016,181,404.8064,41.80138568,Baking Goods
NCV06,101,194.4478,94,96.8739,93.06930693,Household
NCE31,388,36.3216,193,103.8648,49.74226804,Household
DRI39,416,55.893,377,56.593,90.625,Dairy
FDH21,193,160.0604,124,316.9208,64.24870466,Seafood
FDR26,422,175.8028,382,398.4813,90.52132701,Dairy
FDA14,118,147.176,86,146.476,72.88135593,Dairy
FDG21,148,149.605,96,936.28125,64.86486486,Seafood
NCQ38,445,104.828,210,452.744,47.19101124,Others
FDN20,74,167.0474,26,589.5659,35.13513514,Fruits and Vegetables
NCN29,485,50.3034,331,36.45255,68.24742268,Health and Hygiene
FDI28,428,78.2302,284,138.65285,66.35514019,Frozen Foods
FDA03,102,146.8102,92,874.8612,90.19607843,Dairy
FDZ28,200,127.3678,144,445.0873,72,Frozen Foods
FDO52,193,172.1106,127,641.66475,65.80310881,Frozen Foods
FDU10,106,38.2848,72,307.5996,67.9245283,Snack Foods
FDP13,88,41.548,51,229.701,57.95454545,Canned
FDV02,158,170.7106,51,769.9977,32.27848101,Dairy
FDS28,230,56.9588,68,186.0911,29.56521739,Frozen Foods
FDW49,91,179.8002,29,179.1002,31.86813187,Canned
FDP33,235,254.7672,82,1278.336,34.89361702,Snack Foods
FDJ03,472,48.5692,26,221.7114,5.508474576,Dairy
FDQ51,447,45.5718,292,259.9949,65.32438479,Meat
DRK23,272,253.704,267,1138.518,98.16176471,Hard Drinks
FDU11,171,119.7098,72,451.91175,42.10526316,Breads
NCK06,182,122.6756,71,666.4658,39.01098901,Household
FDY09,212,174.3054,109,437.7635,51.41509434,Snack Foods
NCY18,264,173.6054,28,656.64525,10.60606061,Household
FDA10,270,120.9072,26,367.5216,9.62962963,Snack Foods
FDO34,284,165.9816,255,1090.5804,89.78873239,Snack Foods
FDE38,380,164.3842,260,1119.04335,68.42105263,Canned
FDF40,195,248.4092,90,560.2707,46.15384615,Dairy
FDY02,288,264.791,48,1183.4595,16.66666667,Dairy
FDS03,125,66.0826,45,64.5826,36,Meat
FDB59,58,199.0084,49,793.6336,84.48275862,Snack Foods
NCQ42,123,127.6678,54,731.21485,43.90243902,Household
FDO15,491,72.3038,397,240.18735,80.85539715,Meat
DRN47,450,178.166,418,134.8245,92.88888889,Hard Drinks
FDA03,302,144.2102,206,510.3357,68.21192053,Dairy
FDA01,279,58.5904,167,249.0092,59.85663082,Canned
FDB38,56,158.992,21,439.428,37.5,Canned
FDT59,223,230.6668,205,460.7336,91.92825112,Breads
FDG08,190,170.6764,38,858.882,20,Fruits and Vegetables
FDV56,217,106.2596,210,350.5437,96.77419355,Fruits and Vegetables
FDY26,219,211.4244,205,1958.4507,93.60730594,Dairy
DRE13,442,87.9198,316,305.2693,71.49321267,Soft Drinks
FDE51,483,42.8086,161,167.28225,33.33333333,Dairy
FDL40,332,94.541,23,265.48775,6.927710843,Frozen Foods
FDD50,171,168.1132,78,718.7311,45.61403509,Canned
FDC04,243,241.8854,155,1148.00565,63.78600823,Dairy
FDN15,54,141.718,51,104.8635,94.44444444,Meat
FDC46,78,182.8266,66,1290.9862,84.61538462,Snack Foods
FDV56,214,107.7596,21,80.8947,9.813084112,Fruits and Vegetables
FDK43,471,128.402,219,316.255,46.49681529,Meat
NCR29,388,54.793,26,155.63075,6.701030928,Health and Hygiene
FDY03,185,111.7202,39,281.3005,21.08108108,Meat
FDU44,414,164.1552,353,1299.6416,85.26570048,Fruits and Vegetables
FDZ04,370,61.651,212,94.8765,57.2972973,Frozen Foods
FDU16,391,82.1908,108,608.2083,27.62148338,Frozen Foods
FDV07,194,110.7228,32,414.4605,16.49484536,Fruits and Vegetables
NCL19,376,143.947,218,751.52175,57.9787234,Others
FDW01,266,153.4682,138,571.75575,51.87969925,Canned
FDC10,350,120.3098,344,421.7843,98.28571429,Snack Foods
DRC12,181,189.1188,41,809.2799,22.6519337,Soft Drinks
DRK39,341,82.225,261,686.60625,76.53958944,Dairy
FDG24,119,81.425,18,332.9,15.12605042,Baking Goods
FDO04,301,53.2614,280,151.96885,93.02325581,Frozen Foods
DRB25,464,106.3938,421,214.3876,90.73275862,Soft Drinks
FDK26,324,184.824,197,1071.938,60.80246914,Canned
FDM52,494,147.2076,428,443.4228,86.63967611,Frozen Foods
FDY07,413,46.8402,223,149.30565,53.99515738,Fruits and Vegetables
NCO06,231,33.4558,36,110.35635,15.58441558,Household
FDO10,216,55.8588,118,357.8675,54.62962963,Snack Foods
FDK34,140,240.2564,85,715.0692,60.71428571,Snack Foods
FDS33,251,86.9514,157,841.2383,62.5498008,Snack Foods
FDO45,395,88.6856,330,439.428,83.5443038,Snack Foods
FDF08,68,89.8856,30,241.6854,44.11764706,Fruits and Vegetables
FDH58,88,115.1834,58,489.52945,65.90909091,Snack Foods
FDS03,175,63.2826,118,32.2913,67.42857143,Meat
DRF03,222,38.8138,138,91.38105,62.16216216,Dairy
FDE02,190,93.7778,19,445.91955,10,Canned
NCZ06,291,252.2698,56,697.59195,19.24398625,Household
FDW49,269,179.3002,105,582.07565,39.03345725,Canned
FDR23,175,174.737,112,705.748,64,Breads
NCJ29,107,85.1224,95,511.3344,88.78504673,Health and Hygiene
FDY35,197,47.2402,155,126.33555,78.68020305,Breads
FDZ01,366,102.699,36,773.9925,9.836065574,Canned
FDX19,432,233.1958,229,1285.3269,53.00925926,Fruits and Vegetables
FDG44,410,54.0298,27,202.23675,6.585365854,Fruits and Vegetables
FDQ23,472,100.6332,176,666.4658,37.28813559,Breads
FDY22,50,143.8128,38,647.1576,76,Snack Foods
NCN41,436,125.073,91,277.13925,20.87155963,Health and Hygiene
FDA47,397,162.421,81,326.242,20.40302267,Baking Goods
NCD19,239,55.4614,63,82.8921,26.35983264,Household
FDO36,240,180.866,232,808.947,96.66666667,Baking Goods
FDH20,418,95.141,263,772.328,62.91866029,Fruits and Vegetables
